S&S Hotels and Suites Fresh Graduate & Exp. Job Recruitment (5 Positions) - UPDATED | Hot Nigerian Jobs.
Product Sales Engineer (Process and Measurement Solutions/ Electrical and Instrumentation).
Transport Facilitation Expert at an Internationally Reputed Civil Engineering Company - ValueFronteira Limited | Hot Nigerian Jobs.
Andriod Developer at AppZone Limited | Hot Nigerian Jobs.
Team Leader at Nuru International | Hot Nigerian Jobs.
Routine Immunization Coordinator at the International Medical Corps (IMC) | Hot Nigerian Jobs.
SABmiller Plc Recruitment for Sales Manager | Hot Nigerian Jobs.
Janchine Nigeria Limited Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Hamilton Lloyd and Associates Fresh Graduate & Exp. Job Recruitment (9 Positions) | Hot Nigerian Jobs.
HNJ Exclusive: All-in-ONE Weekly Job Pack - November Week Two UPDATE! | Hot Nigerian Jobs.
HNJobs (Recap): Top Internship Job Opportunities This Week! | Hot Nigerian Jobs.
HNJobs (Recap): Top Customer Service Job Opportunities - HNJ Exclusive | Hot Nigerian Jobs.
HNJobs (Recap): Top Companies Recruiting For Supervisors This Week! | Hot Nigerian Jobs.
HNJobs (Recap): Top Managerial/Directors Job Opportunities This Week - (Over 100 Positions) | Hot Nigerian Jobs.
HNJobs (Recap): Top Oil & Gas Job Opportunities - HNJ Exclusive | Hot Nigerian Jobs.
HNJobs (Recap): Top Companies Recruiting For Officers This Week! - (Over 100 Positions) | Hot Nigerian Jobs.
Team Leader Vacancy at Nuru International.
Routine Immunization Coordinator.
HNJobs (Recap): Top Front Desk Job Opportunities - HNJ Exclusive | Hot Nigerian Jobs.
Scripture Union (Nig.) Press & Books Limited Fresh Job Recruitment (4 Positions) | Hot Nigerian Jobs.
HNJobs (Recap): Federal/State Government Job Opportunities - HNJ Exclusive | Hot Nigerian Jobs.
Recrutement d'un Directeur Commercial via Apave International.
Recrutement d'un(e) Coordinateur/trice Consortium à Yaounde au sein de Première Urgence Internationale.
Recrutement d'un(e) Chargé(e) d'Administration et Finances Bande 4A au sein de GIZ.
Recrutement d'un(e) Chargé(e) des Achats Bande 4A chez GIZ a Yaoundé.
Lead Socio Economist at an Internationally Reputed Civil Engineering Company - ValueFronteira Limited | Hot Nigerian Jobs.
Content Writer (Volunteer) at SteadFastLove Foundation | Hot Nigerian Jobs.
Social Media Manager (Volunteer) at SteadFastLove Foundation | Hot Nigerian Jobs.
Farm Manager/Supervisor at Fulton McNaire Investments Limited | Hot Nigerian Jobs.
Human Resources & Administrative Officer at Vernitech Consulting Limited | Hot Nigerian Jobs.
Client's Relations Officer at Soteria Eye Clinic Limited | Hot Nigerian Jobs.
Accountant.
Purchasing Officer.
Store Keeper.
Project Manager Job at So Fresh Neighbourhood Market.
Project Manager at Visionary Technologies Company.
Corporate Finance Executive at Comercio Partners | Hot Nigerian Jobs.
Purchasing Officer at CP Foods | Hot Nigerian Jobs.
Supply Chain Plan & Deliver Manager at FrieslandCampina | Hot Nigerian Jobs.
Dressmeoutlet.com Graduate Recruitment 2017.
Female PR/Marketer at Thinkshifts Limited | Hot Nigerian Jobs.
Graduate Entrepreneur Associate at Excel Corporation | Hot Nigerian Jobs.
Senior Media Relations Manager.
Senior Executive Writer.
Sales Leader at Dressmeoutlet.com | Hot Nigerian Jobs.
Internal Control Officer.
Lead Socio Economist Job at ValueFronteira Limited.
Content Writer (Volunteer).
Brewing Instrument Technician at SABmiller Plc | Hot Nigerian Jobs.
Technical Specialist 12 / TB Technical Director SHOPS Plus Nigeria at Abt Associates | Hot Nigerian Jobs.
Storekeeper at First Katalyst Marketing | Hot Nigerian Jobs.
Technical Specialist 12 / SHOPS Plus Lab and Supply Chain Specialist at Abt Associates | Hot Nigerian Jobs.
FMI Farm Manager/ Supervisor 2017.
Chemical Engineer at a Leading Plastic Coolers and Food Flask Manufacturing Company - Sales Force Consulting | Hot Nigerian Jobs.
Prime Media Tech Solutions and Services Students Internship Programme | Hot Nigerian Jobs.
Human Resources & Administrative Officer.
Women Protection & Empowerment Adolescent Girls Assistant at the International Rescue Committee (IRC) - 2 Positions | Hot Nigerian Jobs.
Client Relations Officer.
Receptionist at Prime Media Tech Solutions and Services  | Hot Nigerian Jobs.
Store Keeper at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
Reproductive Health Community Mobilization Officer at the International Rescue Committee (IRC) - 2 Positions | Hot Nigerian Jobs.
Business Development Analyst at Babban Gona | Hot Nigerian Jobs.
Medical Representative at Novartis Nigeria | Hot Nigerian Jobs.
Business Development Associate at Babban Gona | Hot Nigerian Jobs.
Human Development Analyst at Babban Gona | Hot Nigerian Jobs.
Customer Support Specialist at Taxify  Nigeria | Hot Nigerian Jobs.
Business Development Analyst.
SABMiller Plc Recruitment for Packaging Maintenance Controller - Mechanical.
Babban Gona Fresh Job Recruitment (8 Positions) | Hot Nigerian Jobs.
SABMiller Plc Recruitment for Packaging Instrument Artisan.
International Rescue Committee (IRC) Entry-level & Exp. Job Recruitment (14 Positions) | Hot Nigerian Jobs.
Recrutement d'un Conseiller Technique Bande 4T chez GIZ.
Logistics Coordinator at COOPI Cooperazione Internazionale | Hot Nigerian Jobs.
Credit Manager at Machineyard.com.ng | Hot Nigerian Jobs.
Senior Broadcast Journalist, Hausa at the BBC World Service | Hot Nigerian Jobs.
Protection Project Manager, Unicef at COOPI Cooperazione Internazionale | Hot Nigerian Jobs.
Subsurface Engineer at Amaiden Energy Nigeria Limited | Hot Nigerian Jobs.
Commercial and Marketing.
Customer Care Representative at Beezy Ideas | Hot Nigerian Jobs.
Freelance Translator at Network Arewa24 Limited (NAL)  | Hot Nigerian Jobs.
Accountant at Network Arewa24 Limited | Hot Nigerian Jobs.
Cook at Whitefield Hotel Limited | Hot Nigerian Jobs.
Waiter at Whitefield Hotel Limited | Hot Nigerian Jobs.
SABMiller Plc Recruitment for Laboratory Instrument Technician.
SABMiller Plc Recruitment for Brewing Instrument Technician.
Porter at Whitefield Hotels Limited | Hot Nigerian Jobs.
Receptionist at Whitefield Hotel Limited | Hot Nigerian Jobs.
Lead Geotechnical Engineer at an Internationally Reputed Civil Engineering Company - ValueFronteira Limited | Hot Nigerian Jobs.
Female Cashier/Sales Executive at Compovine Technologies Limited | Hot Nigerian Jobs.
Head, Corporate Services at Capital Express Assurance Limited | Hot Nigerian Jobs.
Head of Shared Services.
Database Administrator.
WPE Psychosocial Support Officer at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
HR Officer at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
Women Protection & Empowerment M&E Officer at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
Client Service Officer at an Advertising Firm - SESEWA Brand | Hot Nigerian Jobs.
Women Protection & Empowerment (WPE) Case Workers at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
Women Protection & Empowerment GBV Information Management System Officer at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
Security/Liason Officer at the International Rescue Committee (IRC) - Damaturu & Maiduguri | Hot Nigerian Jobs.
Entry-level Child Protection Case Worker at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
M. E. Egbadon Foundation Bursary for the 2017/2018 Academic Session | Hot Nigerian Jobs.
Sales and Marketing Manager at a Newly Incorporated Courier Company | Hot Nigerian Jobs.
Operation Officer at a Newly Incorporated Courier Company | Hot Nigerian Jobs.
Dispatch Riders at a Newly Incorporated Courier Company | Hot Nigerian Jobs.
News: Federal Government Approves 2,250 Job Slots for the Economic and Financial Crimes Commission (EFCC) | Hot Nigerian Jobs.
Supply Chain Manager at Global Career Company | Hot Nigerian Jobs.
News: Nigeria Embassy, Berlin Rumbles as Ambassador Sacks Staff | Hot Nigerian Jobs.
Human Development Analyst.
Cleaner/Office Assistant at Compovine Technologies Limited | Hot Nigerian Jobs.
Graduate Logistics Officer at an Indigenous Logistics Service Provider - Aldelia Group - 4 Positions | Hot Nigerian Jobs.
Graduate Loan Officer at a Microfinance Bank - Knowledgepool Consulting Limited | Hot Nigerian Jobs.
Medical Doctor at Medecins du Monde | Hot Nigerian Jobs.
Web Developer at DODO Design Agency | Hot Nigerian Jobs.
Midwife at Medecins du Monde - 2 Positions | Hot Nigerian Jobs.
Cook at Bleuapple Consulting | Hot Nigerian Jobs.
Emergency Food Security and Livelihoods Advisor at  Save the Children Nigeria | Hot Nigerian Jobs.
Agronomist at Rossland Group - Nationwide  | Hot Nigerian Jobs.
Female Business Development Manager at Bleuapple Consulting | Hot Nigerian Jobs.
Commercial Banking Relationship Managers at Oscar Temple | Hot Nigerian Jobs.
IT Engineer/Technician at Elkris Foods Nigeria Limited | Hot Nigerian Jobs.
Leaf Warehouse Assistant at British American Tobacco Nigeria (BATN | Hot Nigerian Jobs.
Living Benefit Officer at ARM Life Plc | Hot Nigerian Jobs.
Associate Director of Programs & Administration - Northern Region at Junior Achievement Nigeria | Hot Nigerian Jobs.
Receptionist.
Purchasing Officer.
Production Supervisor.
Chemical Engineer.
Restaurant Manager Job at Grill Mall Limited.
Online Marketer.
First Line Manager Vacancy at Novartis Nigeria.
Medical Representative Vacancy at Novartis Nigeria.
Child Protection Program Manager at Street Child Nigeria | Hot Nigerian Jobs.
Child Protection Specialist Consultant at Street Child Nigeria | Hot Nigerian Jobs.
Principal needed at Infant Jesus Academy.
Accountant / Bookkeeper Vacancy at Teenee Todds Daycare.
Studio24 Recruitment at Business Development Manager.
Customer Service Representative at Human-Aware Real-Time Solutions Limited | Hot Nigerian Jobs.
Country Logistic Manager at ACTED Nigeria - Borno/Abuja | Hot Nigerian Jobs.
Business Development Manager at Studio24 | Hot Nigerian Jobs.
Marketing Officer at Green Field Health Management Limited - Anambra | Hot Nigerian Jobs.
Marketing Officer at Green Field Health Management Limited - Lagos | Hot Nigerian Jobs.
Loan Officer Vacancy in a Microfinance Bank.
Emergency Food Security and Livelihoods Advisor.
Maintenance Manager at Westown Hotels | Hot Nigerian Jobs.
Recrutement d'un Ingénieur de Génie Civile chez Eco Services.
Beezy Ideas Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Medecins du Monde Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Bleuapple Consulting Fresh Job Recruitment (5 Positions) | Hot Nigerian Jobs.
Save the Children Nigeria Fresh Job Recruitment (11 Positions) - UPDATED | Hot Nigerian Jobs.
Green Field Health Management Limited Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Marketing Officer - Anambra.
Office Assistant.
News: Civil Service Commission Uncovers Fake Appointment Letters Syndicate | Hot Nigerian Jobs.
Sales/Marketing Executive at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Sales/Marketing Manager at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Graduate Medical Sales Representatives at Tyonex Nigerian Limited - Lagos | Hot Nigerian Jobs.
General Manager (Expatriate) at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
News: Buhari Backs Sack of 22,000 Unqualified Kaduna Teachers  | Hot Nigerian Jobs.
Director, Marketing at the Ghana Property Show | Hot Nigerian Jobs.
Graduate Medical Sales Representatives at Tyonex Nigerian Limited - Delta | Hot Nigerian Jobs.
Porter/Concierge at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Front Office Manager at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Graduate Medical Sales Representatives at Tyonex Nigerian Limited - Ogun | Hot Nigerian Jobs.
Chief Security Officer at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Vice-Chancellor at Elizade University | Hot Nigerian Jobs.
Gym Instructor at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Industrial Electrician at a Leading Furniture Manufacturing and Interior Design Consultancy Company - Workforce Group | Hot Nigerian Jobs.
Sales Representative (Spare parts OBM) at Hobark International Limited (HIL) | Hot Nigerian Jobs.
Environmental Health Manager at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
EH/WASH Assistant-Infrastructure (MAI) at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
Site Engineer at Sujimoto Construction Limited | Hot Nigerian Jobs.
Airline Dispatchers at a Leading Recruitment and Outsourcing Professional Services Company | Hot Nigerian Jobs.
Accountant at the Grill Mall Limited - Nationwide | Hot Nigerian Jobs.
Company Accountant at a Fast Food Company | Hot Nigerian Jobs.
Kitchen Accountant at a Fast Food Company | Hot Nigerian Jobs.
Vetting Managers at a Leading Recruitment and Outsourcing Professional Services Company | Hot Nigerian Jobs.
Security Guard at a Frontline Manufacturing Company | Hot Nigerian Jobs.
Cooks at a Frontline Manufacturing Company | Hot Nigerian Jobs.
Spy Police Driver at a Frontline Manufacturing Company | Hot Nigerian Jobs.
OBM Sales Representative at Hobark International Limited (HIL) | Hot Nigerian Jobs.
Partnerships Advisor at Greenlight Planet | Hot Nigerian Jobs.
Offshore Oil & Gas Safety Officers at a Leading Recruitment and Outsourcing Professional Services Company | Hot Nigerian Jobs.
Machinists at a Frontline Manufacturing Company | Hot Nigerian Jobs.
Production Engineer at a Frontline Manufacturing Company | Hot Nigerian Jobs.
Business Development Executives at a Frontline Manufacturing Company | Hot Nigerian Jobs.
Crane Operators at a Leading Recruitment and Outsourcing Professional Services Company | Hot Nigerian Jobs.
Montessori Directors at a Reputable International School | Hot Nigerian Jobs.
Pholax Hospitality Fresh Job Recruitment (35 Positions) | Hot Nigerian Jobs.
White Tulip Consulting Limited Fresh Graduate & Exp. Job Recruitment (8 Positions) - UPDATED | Hot Nigerian Jobs.
Operations Manager Vacancy at Bleuapple Consulting.
Visual Designer.
Recrutement d'un Business Developper chez BIA Group Cameroun.
Customer Relationship Manager at Saro Agro Sciences Limited | Hot Nigerian Jobs.
M&E Assistant at the Centre for Health, Education, Economic, Rehabilitation and Social Security (CHEERS) - Anambra | Hot Nigerian Jobs.
State Team Lead at the Centre for Health, Education, Economic, Rehabilitation and Social Security (CHEERS)  | Hot Nigerian Jobs.
Procurement Officer at the Centre for Health, Education, Economic, Rehabilitation and Social Security (CHEERS) | Hot Nigerian Jobs.
TVC Communications Recruitment for Radio Advertising Sales Executive | Hot Nigerian Jobs.
Technical Manager at Saro Agro Sciences Limited | Hot Nigerian Jobs.
Technical Project Manager at Smart Partners Consulting Limited | Hot Nigerian Jobs.
Head of Operations / Plant Manager, Recycling - Expatriate at an International Company - Adexen Recruitment Agency | Hot Nigerian Jobs.
Security Personnel at Rovedana Limited | Hot Nigerian Jobs.
Accountant at Enroyale Global Services Limited | Hot Nigerian Jobs.
Civil Engineer at Enroyale Global Services Limited | Hot Nigerian Jobs.
Secretary at S&S Hotels and Suites | Hot Nigerian Jobs.
Production Engineer at Workforce Group | Hot Nigerian Jobs.
Personal Assistant to Managing Director at S&S Hotels and Suites | Hot Nigerian Jobs.
Development Manager at JCvaxe Technology Concepts | Hot Nigerian Jobs.
Maintenance and Engineering Manager at NBS Human Resources | Hot Nigerian Jobs.
Entry-level Sales Representative at JCvaxe Technology Concepts | Hot Nigerian Jobs.
Female Security Receptionist.
Finance Specialist at a Reputable Company | Hot Nigerian Jobs.
Assistant Accountant.
Retail Channel Manager at Greenlight Planet | Hot Nigerian Jobs.
Procurement Officer at Triumph Power and Gas Systems Limited | Hot Nigerian Jobs.
Consultants at the Association for Reproductive and Family Health (ARFH) | Hot Nigerian Jobs.
