TITLES
S&S Hotels and Suites Fresh Graduate & Exp. Job Recruitment (5 Positions) - UPDATED | Hot Nigerian Jobs.
The Nigerian Army, invites applications from suitable qualified candidates for the 2018 Housemanship/Internship training at 44 Nigerian Army Reference Hospital Kaduna (44 NARHK) in the underlisted position: Job Title: Medical House Officer Location: Kaduna Requirements Applicants must possess Degree in the profession and valid provisional licenses with appropriate professional bodies.
At PwC, our purpose is to build trust in society and solve important problems.
Regent Microfinance Bank Limited is licensed by the Central Bank of Nigeria (CBN) to operate as a Microfinance Bank.
Kennedia Consulting - Our reputable client in the Banking sector, is seeking to hire qualified candidates for the position below: Job Title: Direct Sales Agent Location: Lagos Job Functions Seek out new prospects and develop clientele base.
The Rossland Group is currently seeking to employ young vibrant experienced personnel for an esteemed client in the Pain Product business in the capacity below: Job Title: Marketing Personnel Locations: Kano, Kaduna, Katsina, Jigawa Requirements B.Sc in Marketing or any relevant discipline.
KC Gaming Networks Limited - Bet9ja, hold the Lagos State Lotteries Board license, the Sportsbook and Gaming license issues by the State of Osun, and hold licenses to operate in all States where sports betting is permitted in Nigeria.
KC Gaming Networks Limited - Bet9ja, hold the Lagos State Lotteries Board license, the Sportsbook and Gaming license issues by the State of Osun, and hold licenses to operate in all States where sports betting is permitted in Nigeria.
KC Gaming Networks Limited - Bet9ja, hold the Lagos State Lotteries Board license, the Sportsbook and Gaming license issues by the State of Osun, and hold licenses to operate in all States where sports betting is permitted in Nigeria.
Fastizers Food and Confectionery Limited started with its first production of cookies 5 years ago, desiring to cater to its immediate community.
At PwC, our purpose is to build trust in society and solve important problems.
At PwC, our purpose is to build trust in society and solve important problems.
KC Gaming Networks Limited - Bet9ja, hold the Lagos State Lotteries Board license, the Sportsbook and Gaming license issues by the State of Osun, and hold licenses to operate in all States where sports betting is permitted in Nigeria.
KC Gaming Networks Limited - Bet9ja, hold the Lagos State Lotteries Board license, the Sportsbook and Gaming license issues by the State of Osun, and hold licenses to operate in all States where sports betting is permitted in Nigeria.
ARM Life is the Insurance subsidiary of Asset & Resource Management Company Ltd (ARM).
Quest Oil and Engineering Services Limited - We are on a Quest to build a thriving business in the Oil and Engineering Industry.
Somotex Nigeria Limited is a manufacturer and supplier of cooling systems - air conditioners and refrigerators partnering with Midea of China, and Chest Freezers in relationship with Tamashi.
A vibrant indigenous Pharmaceutical company with a strong marketing presence in the southern states of Nigeria is recruiting to fill the position below, as part of its expansion programme: Job Title: Product Sales Specialist Location: Nigeria Qualifications Bachelor's Degree/HND with minimum of 2 years of selling/promotion experience in a medical, healthcare, technical or life science field.
Quad Signals Limited, we are a Geographical and Spatial Information and Communications Technology company, operating mainly know-how in best-of-breed and leading-edge technologies.
The United Nations Children's Fund (UNICEF) - For 70 years, UNICEF has been working on the ground in 190 countries and territories to promote children's survival, protection and development.
Ultra Media Solutions, is a company that specializes in Web ICT Solution Services for businesses,individuals interested in fast and reliable service delivery.
The NewsDirect Global Concept, publisher of Nigerian NewsDirect Newspaper was registered with the Corporate Affairs Commission on Aug 16, 2009.
ValueFronteira - Our client an internationally reputed civil engineering company, is seeking the services of experienced candidates to fill the position below: Job Title: Lead Socio Economist Location: Lagos Requirements The Lead Socio Economist should: Hold a Masters degree in a social science or related field (relevant post graduate qualification is an added advantage) He/she must have not less than 10 years of experience relating to social impact assessment and gender related issues in a study of similar nature.
The NewsDirect Global Concept, publisher of Nigerian NewsDirect Newspaper was registered with the Corporate Affairs Commission on Aug 16, 2009.
The NewsDirect Global Concept, publisher of Nigerian NewsDirect Newspaper was registered with the Corporate Affairs Commission on Aug 16, 2009.
The Montaigne Place is Nigeria’s largest luxury skincare, cosmetic, fragrance and well-being retail company.
The NewsDirect Global Concept, publisher of Nigerian NewsDirect Newspaper was registered with the Corporate Affairs Commission on Aug 16, 2009.
Bolton White Hotels & Apartments is a leading firm in the hospitality industry.
Sales Force Consulting - Our client is a major player in the foods and beverages segment.
